gene_id,expected_SYN,observed_SYN,observed/expected_SYN,gene_SYN,gene_length,obs_syn,exp_syn,oe_syn,mu_syn,oe_lof,oe_syn_lower,oe_syn_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_SYN,posterior_distribution_mean_SYN
ENSG00000185324,84.16943443143319,86.0,1.0217485786964393,CDK10,15628,130,97.26700000000001,1.3365,6.358e-06,1.0335,1.158,1.546,0.747,1.453,0.00538580972814392,0.8582858285828583,1.2223222322232223,1.0336293761213298
ENSG00000158792,72.40929138403204,81.0,1.118640970678832,SPATA2L,5363,161,116.27,1.3847,7.4679999999999995e-06,0.37018,1.217,1.578,0.181,0.847,0.013501639266088392,0.9348934893489349,1.3457345734573458,1.1324513483629803
ENSG00000075399,113.51214607937277,112.0,0.9866785526342229,VPS9D1,13853,202,172.33,1.1721,1.2098e-05,0.96719,1.044,1.317,0.723,1.312,0.00819404793758556,0.8466846684668468,1.1543154315431543,0.9954881825684572
ENSG00000158805,179.7535349020687,203.0,1.129324105423552,ZNF276,20504,222,149.97,1.4803,1.0642e-05,0.47329,1.326,1.654,0.307,0.752,0.008766754530924147,1.0075007500750075,1.2687268726872687,1.134887278356673
ENSG00000187741,410.5540929581329,448.0,1.0912082175872637,FANCA,79109,506,322.49,1.5691,2.1835e-05,1.1525,1.458,1.689,0.976,1.366,0.00518972674358332,1.0101010101010102,1.17991799179918,1.0936439502158066
ENSG00000204991,106.52685242362045,108.0,1.0138288848573254,SPIRE2,53141,215,187.46,1.1469,1.357e-05,0.5868800000000001,1.025,1.284,0.408,0.861,0.0020046075990971276,0.8674867486748675,1.1895189518951896,1.0232161893467435
ENSG00000141002,149.9548591684252,159.0,1.0603190912367537,TCF25,37793,216,179.18,1.2055,1.2445e-05,0.22275,1.078,1.349,0.13,0.402,0.003967794543127701,0.9320932093209321,1.2095209520952095,1.0669877647665444
ENSG00000198211,104.02643813495777,114.0,1.0958752605958026,TUBB3,16928,322,247.45,1.3013,2.1478000000000003e-05,0.75117,1.187,1.427,0.518,1.114,0.00614522909587416,0.9414941494149415,1.2803280328032804,1.1054882014775778
ENSG00000258947,120.62225192995902,124.0,1.028002694494564,TUBB3,17370,172,138.8,1.2392,1.2977000000000001e-05,0.066472,1.094,1.406,0.023,0.315,0.006944286236612494,0.8886888688868887,1.1933193319331934,1.0362930388050038
ENSG00000140995,100.77517371731045,102.0,1.0121540478424316,DEF8,20136,151,145.16,1.0402,1.0369e-05,0.3364,0.91,1.191,0.207,0.571,0.005004726545357095,0.8622862286228623,1.1931193119311931,1.0220771267428406
ENSG00000177946,17.173296186295612,14.0,0.8152191546764377,CENPBD1,2737,30,44.016999999999996,0.68156,2.8728e-06,0.0,0.509,0.924,0.0,1.897,0.0062744962317484885,0.5384538453845384,1.2743274327432743,0.8733607723743009
ENSG00000003249,42.63848150603361,44.0,1.0319316834435985,DBNDD1,15264,61,55.544,1.0982,4.2658e-06,0.8273799999999999,0.893,1.359,0.469,1.531,0.0027934015661709648,0.8106810681068107,1.3267326732673268,1.055384049869878
ENSG00000141013,99.29128681514891,100.0,1.007137717795626,GAS8,25347,128,120.47,1.0625,7.8713e-06,0.8252700000000001,0.92,1.23,0.584,1.188,0.003917279631323191,0.8566856685668567,1.1893189318931894,1.0172090949735748
ENSG00000181031,68.96899565052199,51.0,0.7394627037694728,RPH3AL,173753,74,75.484,0.98034,5.0035000000000005e-06,0.9526,0.812,1.19,0.657,1.412,0.0003969370062705219,0.5906590659065907,0.9336933693369337,0.753961972470835
ENSG00000187624,31.523116613994134,23.0,0.7296232882566426,C17orf97,13393,122,118.23,1.0319,8.3965e-06,2.5931,0.89,1.199,0.991,1.969,0.0023537009343682623,0.525052505250525,1.0337033703370337,0.7613460319910107
ENSG00000183688,43.74401120299181,47.0,1.0744327899400663,FAM101B,5962,53,45.306000000000004,1.1698,3.6637e-06,0.27521999999999996,0.937,1.471,0.096,1.271,0.007337137068599766,0.8504850485048505,1.3701370137013702,1.0972916048499501
ENSG00000141252,131.78555614133347,137.0,1.0395676431571477,VPS53,213050,190,185.09,1.0266,1.1652000000000001e-05,0.42068999999999995,0.911,1.158,0.295,0.611,0.0006185663278166321,0.9048904890489049,1.197919791979198,1.0471557281436965
ENSG00000167695,41.73232533584938,36.0,0.8626406439200949,FAM57A,10555,62,57.57,1.0769,3.5618e-06,0.25108,0.877,1.331,0.113,0.649,0.003953796810596815,0.6612661266126613,1.139113911391139,0.8866028795068773
ENSG00000179409,258.3656227676602,257.0,0.9947143789756879,GEMIN4,9586,293,264.71,1.1069,1.7492e-05,0.71603,1.005,1.219,0.518,1.007,0.02695239127557482,0.8984898489848985,1.1029102910291029,0.9985848629405737
ENSG00000167699,60.119262661220446,69.0,1.147718666957438,GLOD4,25245,73,65.929,1.1072,3.9155e-06,1.0797,0.916,1.345,0.745,1.593,0.002381432468259871,0.9452945294529453,1.4023402340234024,1.1643520360173585
ENSG00000171861,107.17094854443434,106.0,0.989074011564348,RNMTL1,10237,118,109.38,1.0788,6.5371000000000005e-06,0.9195,0.928,1.257,0.614,1.415,0.010468980027784932,0.8450845084508452,1.1623162316231623,0.9984048984658983
ENSG00000167693,69.28711318833756,64.0,0.923692690530113,NXN,180458,101,113.49,0.88992,7.7793e-06,0.046035,0.757,1.05,0.015,0.218,0.00038395146343380484,0.7552755275527553,1.1373137313731374,0.9381253888184392
ENSG00000177370,46.506604641222594,51.0,1.0966184350253456,TIMM22,6555,50,45.983000000000004,1.0874,2.4599e-06,0.90223,0.866,1.376,0.511,1.638,0.007094829083329152,0.875887588758876,1.3847384738473847,1.1181194685947535
ENSG00000159842,197.8850844202137,207.0,1.0460616605162143,ABR,225558,239,228.98,1.0438,1.579e-05,0.2126,0.938,1.162,0.13,0.361,0.0008773135265440096,0.9340934093409341,1.1737173717371738,1.0511150984897228
ENSG00000184811,54.57506989419223,64.0,1.1726966199783238,TUSC5,21325,66,55.295,1.1936,3.9992e-06,0.92299,0.978,1.465,0.476,1.75,0.002559206091169624,0.9588958895889589,1.443944394439444,1.191018318476185
ENSG00000108953,55.01632146676286,52.0,0.9451740613267807,YWHAE,56107,57,53.106,1.0733,3.0206e-06,0.0,0.866,1.338,0.0,0.235,0.0009805607404916117,0.7564756475647565,1.190919091909191,0.963350485000032
ENSG00000167193,43.86844987468539,39.0,0.8890216114635324,CRK,42474,77,78.185,0.9848399999999999,4.6299e-06,0.069374,0.818,1.19,0.024,0.329,0.0010328306699318498,0.6882688268826883,1.1611161116111612,0.911817032711813
ENSG00000197879,272.82731864299046,307.0,1.1252538841307398,MYO1C,28715,352,275.34,1.2784,2.0339e-05,0.51054,1.171,1.396,0.387,0.68,0.009501212559393712,1.0253025302530254,1.2367236723672368,1.1289192062288855
ENSG00000132376,116.04106408943531,102.0,0.8789991784407151,INPP5K,22318,113,119.53,0.94537,8.0289e-06,0.47523000000000004,0.811,1.105,0.298,0.787,0.0051994383049303395,0.7488748874887489,1.0363036303630364,0.8876168174450358
ENSG00000174238,52.14145470752817,58.0,1.1123586851447391,PITPNA,45099,61,59.242,1.0297,3.9501e-06,0.12680999999999998,0.837,1.274,0.057,0.328,0.00115615545150731,0.9006900690069007,1.3843384338433844,1.131536786863872
ENSG00000167703,127.79293075009632,112.0,0.8764178060758309,SLC43A2,59620,146,165.08,0.88444,1.2095999999999999e-05,0.32895,0.772,1.015,0.197,0.574,0.0021434574094279825,0.7520752075207521,1.0253025302530254,0.8842429650586509
ENSG00000074660,160.63103373761655,167.0,1.0396496624231832,SCARF1,11890,208,190.28,1.0931,1.3044e-05,0.47816000000000003,0.975,1.226,0.323,0.726,0.013509758935039239,0.9166916691669167,1.1821182118211822,1.0458751095035619
ENSG00000167705,29.928919479903858,30.0,1.0023749778251725,RILP,3928,90,88.852,1.0129,4.6262e-06,1.119,0.853,1.207,0.747,1.691,0.007619378686329903,0.7498749874987499,1.3595359535953595,1.0357718293498404
ENSG00000174231,612.6917606681783,633.0,1.0331459318298557,PRPF8,34254,624,499.58,1.249,3.1237e-05,0.11398,1.169,1.334,0.074,0.178,0.01788672157027437,0.9680968096809681,1.1033103310331034,1.0347780739022565
ENSG00000167716,239.16820291024635,233.0,0.9742097702153111,WDR81,22077,502,549.78,0.91309,3.8857e-05,0.37959,0.848,0.983,0.274,0.534,0.010833365172362474,0.8756875687568757,1.085908590859086,0.978390928027394
ENSG00000167711,149.90355184165102,138.0,0.9205919293078179,SERPINF2,12433,135,133.09,1.0143,9.4266e-06,0.33381,0.881,1.17,0.189,0.627,0.012056909180539775,0.8018801880188019,1.0603060306030603,0.9272628853172946
ENSG00000132386,116.14227177722887,126.0,1.0848763165376953,SERPINF1,15616,136,105.81,1.2854,6.990700000000001e-06,0.76355,1.117,1.482,0.496,1.214,0.007437389329996726,0.9388938893889389,1.257925792579258,1.093486446034012
ENSG00000186532,177.22271958921553,163.0,0.9197466350692374,SMYD4,51150,183,186.95,0.9788600000000001,1.183e-05,0.77523,0.867,1.107,0.567,1.076,0.0034647648013531873,0.8098809880988099,1.0473047304730474,0.9253892524623002
ENSG00000132383,137.5275911620754,144.0,1.0470626205493334,RPA1,70381,141,139.24,1.0127,9.0836e-06,0.25390999999999997,0.882,1.165,0.156,0.431,0.0019540442898236085,0.9144914491449145,1.2023202320232023,1.0543338887475928
ENSG00000185924,83.58795551815426,82.0,0.9810025797579248,RTN4RL1,90669,148,140.34,1.0546,1.0626e-05,0.0,0.922,1.209,0.0,0.297,0.0009219022545539739,0.8206820682068207,1.1787178717871787,0.9929660258523254
ENSG00000108963,99.51193611034856,79.0,0.793874615326518,DPH1,13321,110,109.69,1.0029,6.1414e-06,0.9825,0.858,1.175,0.715,1.372,0.007470305240623719,0.6620662066206621,0.9572957295729573,0.8039236610901448
ENSG00000262664,31.501082213348173,34.0,1.0793279979947148,OVCA2,1398,74,55.418,1.3353,3.0602e-06,1.2855,1.106,1.62,0.733,1.889,0.022532962956615287,0.8212821282128213,1.436943694369437,1.1110285914298375
ENSG00000177374,44.71731546520811,50.0,1.1181351000129254,HIC1,5534,190,180.37,1.0534,1.3565999999999999e-05,0.28331,0.935,1.188,0.139,0.648,0.008080469003470927,0.8910891089108911,1.4153415341534155,1.1404942420860222
ENSG00000070366,316.25922271768604,355.0,1.1224969091791406,SMG6,243933,373,321.14,1.1615,1.9057e-05,0.18433,1.066,1.265,0.117,0.299,0.0012965003616471984,1.0293029302930294,1.2255225522552256,1.1256588723035887
ENSG00000167720,67.13355992889045,63.0,0.938427815636936,SRR,21878,64,64.318,0.99505,3.1127999999999997e-06,0.41941999999999996,0.813,1.225,0.229,0.828,0.003068541911001483,0.7660766076607661,1.1575157515751575,0.9533234952445596
ENSG00000167721,149.63133749334753,148.0,0.989097621389503,TSR1,15005,166,160.61,1.0336,8.032300000000001e-06,0.84503,0.91,1.176,0.644,1.12,0.009972098466734258,0.8654865486548655,1.1337133713371337,0.9957807134259186
ENSG00000141258,250.94141318785475,246.0,0.9803084986049887,SGSM2,43561,316,284.11,1.1123,2.0235e-05,0.42965,1.014,1.221,0.31,0.604,0.005760689910421128,0.8836883688368837,1.0895089508950895,0.984293492501757
ENSG00000070444,90.71030741614152,89.0,0.981145390586151,MNT,17059,182,152.39,1.1943,1.0188e-05,0.0,1.058,1.351,0.0,0.171,0.005317445771507211,0.8266826682668267,1.1703170317031704,0.9921694960983343
ENSG00000127804,124.02100412859751,111.0,0.8950096863020395,METTL16,106330,114,121.86,0.93553,7.9779e-06,0.20531999999999997,0.803,1.093,0.111,0.405,0.0011663782951998262,0.7674767476747675,1.047904790479048,0.9030728366290849
ENSG00000007168,85.1972302629468,72.0,0.8450978955276387,PAFAH1B1,92406,67,77.178,0.8681200000000001,4.1264e-06,0.0,0.712,1.064,0.0,0.107,0.0009219880772130251,0.6988698869886989,1.0281028102810281,0.856835366298856
ENSG00000132361,237.0404301345367,255.0,1.0757658508097965,CLUH,23278,494,396.21,1.2468,3.2473e-05,0.16760999999999998,1.157,1.343,0.102,0.284,0.01018302389099307,0.9714971497149715,1.1933193319331934,1.079984540420815
ENSG00000132359,130.88375787345,119.0,0.9092037234678096,RAP1GAP2,260684,168,181.43,0.9259700000000001,1.2540999999999999e-05,0.16809000000000002,0.816,1.052,0.095,0.316,0.0005020782168197895,0.7836783678367837,1.0587058705870587,0.9168440908919089
ENSG00000184166,52.27074541645142,48.0,0.9182956856186851,OR1D2,939,69,68.669,1.0048,3.369e-06,0.7904100000000001,0.827,1.228,0.411,1.599,0.0556663955446767,0.7284728472847285,1.1681168116811682,0.9374268451987353
ENSG00000183024,69.45201811122485,75.0,1.0798822271786295,OR1G1,998,75,69.488,1.0793,3.65e-06,1.0234,0.895,1.308,0.523,1.82,0.06959120051224935,0.8962896289628963,1.3085308530853086,1.094280654953864
ENSG00000172150,56.22513842965035,60.0,1.0671383241692292,OR1A2,930,67,64.736,1.035,3.1983e-06,0.5251,0.849,1.268,0.238,1.34,0.06045713809639822,0.8668866886688669,1.323132313231323,1.084923923018111
ENSG00000172146,70.26623849093039,77.0,1.095832104488399,OR1A1,930,75,66.256,1.132,3.5891e-06,0.95716,0.939,1.372,0.519,1.741,0.07555509515153805,0.9116911691169117,1.3245324532453246,1.1100636872125058
ENSG00000221882,22.787737456459972,24.0,1.053198021341797,OR3A2,1076,74,69.268,1.0683,3.9556e-06,0.8221799999999999,0.885,1.296,0.448,1.58,0.02117819466213752,0.7626762676267627,1.4803480348034803,1.096746772383488
ENSG00000180090,65.37329546115775,65.0,0.9942897867007554,OR3A1,948,77,73.39699999999999,1.0491,4.0519e-06,0.55974,0.872,1.268,0.253,1.416,0.0689591724273816,0.8142814281428143,1.2223222322232223,1.0095865525025138
ENSG00000180016,24.323143738124163,23.0,0.9456014505209595,OR1E1,1307,69,68.482,1.0076,3.3369e-06,0.71648,0.829,1.231,0.373,1.481,0.018609903395657355,0.6804680468046805,1.3395339533953396,0.9866779686370746
ENSG00000159961,17.241563743246754,15.0,0.8699906936153202,OR3A3,966,60,70.149,0.8553200000000001,3.8762e-06,1.2996,0.694,1.06,0.637,1.907,0.017848409672098088,0.5820582058205821,1.3391339133913391,0.9278028040383911
ENSG00000127780,17.63526349709249,15.0,0.8505685215575619,OR1E2,972,75,71.75399999999999,1.0452,3.4755e-06,0.68883,0.867,1.267,0.359,1.431,0.018143275202770055,0.5690569056905691,1.3095309530953096,0.9071535424155174
ENSG00000141255,42.46671164568089,46.0,1.0832013644898844,SPATA22,73834,65,61.725,1.0531,3.0631999999999997e-06,0.43913,0.861,1.295,0.264,0.766,0.0005751647160614472,0.8552855285528553,1.384938493849385,1.1067466431039863
ENSG00000108381,60.286816404245975,59.0,0.9786550944137209,ASPA,31046,57,61.016999999999996,0.9341700000000001,3.5611e-06,0.58528,0.754,1.165,0.332,1.099,0.001941854551447722,0.7936793679367937,1.2155215521552156,0.9952424685088398
ENSG00000167723,182.37527686721302,194.0,1.0637406743527573,TRPV3,47494,215,209.3,1.0272,1.4368e-05,0.8569399999999999,0.918,1.15,0.648,1.146,0.003839964561149051,0.9464946494649465,1.1981198119811982,1.069223873705091
ENSG00000196689,138.86262609091312,143.0,1.029794726094105,TRPV1,31655,258,230.47,1.1195,1.6791e-05,0.79538,1.01,1.241,0.591,1.084,0.004386751732456583,0.8990899089908991,1.1831183118311832,1.0369960878150428
ENSG00000197417,131.61217745841626,137.0,1.0409371127020983,SHPK,28061,145,134.32,1.0795,9.5162e-06,0.89969,0.942,1.239,0.632,1.307,0.004690216936617236,0.9060906090609061,1.1995199519951996,1.0485351938167125
ENSG00000040531,114.10123227815315,110.0,0.9640561964470702,CTNS,25075,118,95.92299999999999,1.2302,7.8633e-06,0.45781000000000005,1.059,1.433,0.275,0.799,0.004550398096835619,0.8260826082608261,1.1295129512951296,0.972820343687498
ENSG00000213977,30.6420813374438,27.0,0.8811411895512048,TAX1BP3,5781,27,32.69,0.8259299999999999,2.1729e-06,0.66465,0.608,1.139,0.326,1.485,0.005300481117011555,0.6494649464946495,1.215121512151215,0.9137752423887966
ENSG00000127774,28.548729394327463,39.0,1.3660853154378623,EMC6,854,48,33.638000000000005,1.427,1.5643e-06,0.0,1.13,1.797,0.0,1.289,0.03342942552028977,1.057105710571057,1.7677767776777678,1.3960411103204546
ENSG00000083454,101.66586401502637,96.0,0.9442697500294794,P2RX5,24206,122,112.23,1.0871,8.4141e-06,0.8795700000000001,0.938,1.263,0.623,1.267,0.004200027431836172,0.8004800480048005,1.118911891189119,0.9541058932589528
ENSG00000083457,262.0294759377065,249.0,0.9502747700766152,ITGAE,86616,269,286.2,0.93989,1.7826e-05,0.679,0.85,1.04,0.526,0.884,0.003025185600093591,0.8570857085708571,1.0555055505550555,0.9540911346150756
ENSG00000177602,130.94825100649848,132.0,1.008031791073325,GSG2,2857,191,183.52,1.0408,9.5519e-06,0.63479,0.924,1.173,0.412,1.009,0.04583417956125253,0.8752875287528753,1.1647164716471647,1.0156683955511534
ENSG00000074356,78.83690107799372,82.0,1.0401220605928816,C17orf85,35086,133,131.33,1.0127,8.014500000000001e-06,0.085631,0.879,1.169,0.038,0.221,0.0022469617818501315,0.8702870287028703,1.2497249724972497,1.0528064759429618
ENSG00000004660,131.3510814170702,116.0,0.8831293868961235,CAMKK1,34577,122,138.9,0.8783,9.4787e-06,0.38328,0.757,1.021,0.24,0.634,0.00379879924276456,0.7596759675967597,1.0303030303030303,0.8907425712659177
ENSG00000108405,103.2244478871746,94.0,0.9106369849780449,P2RX1,19909,96,97.698,0.98262,6.7805e-06,0.8134899999999999,0.832,1.164,0.561,1.206,0.0051848132948502995,0.7706770677067707,1.080908090809081,0.9203246124778112
ENSG00000074370,260.54855765205446,286.0,1.0976840654091597,ATP2A3,40568,352,296.66,1.1866,2.438e-05,0.46258999999999995,1.087,1.296,0.332,0.655,0.006422514239106055,0.9966996699669968,1.2105210521052105,1.1015221215819195
ENSG00000074755,622.0340164858908,652.0,1.04817418777738,ZZEF1,138576,703,660.66,1.0641,4.0095e-05,0.21798,0.999,1.133,0.164,0.291,0.0044887571908980685,0.9830983098309831,1.1183118311831184,1.049781816899738
ENSG00000167740,79.05370049397696,85.0,1.0752184840034917,CYB5D2,44144,88,77.32300000000001,1.1381,5.0305e-06,0.84321,0.957,1.359,0.507,1.463,0.001790814164868996,0.9022902290229023,1.2877287728772877,1.0878681131024892
ENSG00000185722,245.4561783200831,240.0,0.9777712732373431,ANKFY1,100074,283,305.63,0.92595,2.0374000000000002e-05,0.18867,0.839,1.022,0.118,0.312,0.002452746750605383,0.8800880088008801,1.0881088108810881,0.9818453202091656
ENSG00000132388,15.518665823296969,23.0,1.4820861704149777,UBE2G1,97370,30,28.389,1.0567,1.2222e-06,0.095421,0.79,1.433,0.033,0.453,0.0001593783077261679,1.0561056105610562,1.906990699069907,1.4889576736793595
ENSG00000182557,116.73808131587032,137.0,1.1735673437128447,SPNS3,54521,178,143.15,1.2434,1.0033999999999999e-05,0.8609,1.1,1.408,0.605,1.251,0.002141158110010277,1.0217021702170217,1.3523352335233523,1.1821335286989756
ENSG00000183018,152.20675675923695,185.0,1.2154519545583375,SPNS2,40198,203,140.38,1.4461,1.0022e-05,0.494,1.289,1.624,0.316,0.8,0.0037864261097377222,1.0785078507850785,1.3731373137313732,1.2220219651234345
ENSG00000132382,329.5943907546901,356.0,1.0801154691523953,MYBBP1A,16735,479,347.1,1.38,2.2091e-05,0.97946,1.28,1.488,0.8,1.206,0.01969491429666508,0.9906990699069907,1.1791179117911792,1.0831495013691155
ENSG00000167741,77.0314935465638,68.0,0.8827558297165242,GGT6,3892,139,134.2,1.0358,8.3431e-06,0.93853,0.902,1.192,0.6,1.513,0.019792264528921837,0.7260726072607261,1.08010801080108,0.8957375330947027
ENSG00000188176,74.35374066179696,70.0,0.9414455732415636,SMTNL2,24321,97,89.887,1.0791,6.425e-06,0.54365,0.915,1.278,0.318,0.981,0.003057182708844084,0.7764776477647765,1.1487148714871487,0.9548947957159403
ENSG00000161905,151.650484367205,160.0,1.0550576258798987,ALOX15,11393,186,161.94,1.1485,9.524900000000001e-06,1.0091,1.018,1.297,0.77,1.338,0.013310847394646273,0.9278927892789279,1.202920292029203,1.061651736041648
ENSG00000141456,145.87220435754878,139.0,0.9528888701736196,PELP1,32954,286,263.75,1.0844,1.5047999999999999e-05,0.050088,0.984,1.196,0.019,0.158,0.004426540157721332,0.8302830283028303,1.096909690969097,0.9597441857863794
ENSG00000141480,87.60039369022519,66.0,0.7534212715229447,ARRB2,11011,98,109.73,0.8930600000000001,7.0012e-06,0.21126,0.757,1.056,0.109,0.444,0.007955716437219616,0.6178617861786179,0.9246924692469247,0.7648367453338982
ENSG00000161920,28.702595085217553,36.0,1.254241990771795,MED11,2183,34,28.485,1.1936,1.3694e-06,1.5192,0.907,1.587,0.867,1.933,0.013148234120576066,0.9612961296129613,1.6525652565256526,1.2877569117036243
ENSG00000141497,124.40591546502932,125.0,1.0047753720773644,ZMYND15,6093,187,172.98,1.0811,9.5034e-06,0.62981,0.959,1.22,0.455,0.886,0.020417842682591388,0.8690869086908691,1.1657165716571658,1.0128135750539837
ENSG00000142484,51.73343786590642,40.0,0.7731943139692435,TM4SF5,11328,54,59.107,0.9136,4.1450999999999995e-06,0.46116999999999997,0.733,1.146,0.24,0.97,0.004566864218388631,0.6004600460046005,1.0065006500650064,0.7925241718173656
ENSG00000182853,51.72936621996486,48.0,0.9279062070061567,VMO1,1149,53,65.35300000000001,0.81098,5.0616e-06,1.1723,0.649,1.02,0.677,1.845,0.0450212064577588,0.7362736273627363,1.1803180318031803,0.9472375853567192
ENSG00000182327,32.861534547570656,34.0,1.0346443179876852,GLTPD2,1432,65,66.167,0.98236,3.3748000000000003e-06,0.8360799999999999,0.803,1.208,0.474,1.544,0.022947998985733697,0.7872787278727873,1.3775377537753777,1.065062746288383
ENSG00000142507,43.2848837452334,49.0,1.132034922131354,PSMB6,2352,58,55.5,1.045,3.184e-06,0.39655,0.845,1.3,0.206,0.834,0.0184034369665108,0.9002900290029003,1.4363436343634364,1.1551305911621756
ENSG00000129219,231.35965043672746,222.0,0.9595450182473061,PLD2,16339,237,234.0,1.0128,1.4287e-05,0.83321,0.91,1.128,0.657,1.065,0.014159963916808094,0.8602860286028603,1.0725072507250726,0.9638672931042759
ENSG00000141503,152.43459158144262,167.0,1.095551857799779,MINK1,64674,354,325.41,1.0879,2.137e-05,0.062681,0.996,1.188,0.032,0.132,0.002356968667183762,0.9660966096609661,1.2455245524552456,1.1021120485650466
ENSG00000108556,116.66639093792138,101.0,0.8657163317389537,CHRNE,5301,188,143.53,1.3099,1.1792e-05,0.65991,1.162,1.478,0.451,0.99,0.022008374068651457,0.7368736873687369,1.0213021302130214,0.8742877805680522
ENSG00000185245,157.36278309113237,147.0,0.9341471796089736,GP1BA,2734,178,164.76,1.0803,1.0505e-05,0.7793899999999999,0.955,1.223,0.38,1.66,0.05755771144518375,0.8170817081708172,1.0711071107110712,0.9405019223274019
ENSG00000108528,87.14251448688755,83.0,0.9524627615891107,SLC25A11,3122,88,82.059,1.0724,5.1607e-06,0.19794,0.902,1.28,0.089,0.512,0.027912400540322724,0.7976797679767977,1.143114311431143,0.9639382165480047
ENSG00000108523,77.60516908236073,64.0,0.8246873340624791,RNF167,5215,90,79.314,1.1347,4.1394e-06,0.31733,0.956,1.352,0.173,0.626,0.01488114459872689,0.6742674267426743,1.0155015501550155,0.8375730736572051
ENSG00000108518,37.823445973161164,42.0,1.1104223562761162,PFN1,3410,45,34.522,1.3035,1.7924000000000002e-06,0.0,1.026,1.668,0.0,0.686,0.011091919640223215,0.8674867486748675,1.4361436143614361,1.1368448086599363
ENSG00000108515,115.43929082934437,109.0,0.9442192447382264,ENO3,9040,111,104.16,1.0656,7.3624e-06,1.2236,0.913,1.248,0.895,1.686,0.012769833056343403,0.8084808480848085,1.1071107110711071,0.9528818066165586
ENSG00000091640,56.71285503441857,62.0,1.0932265702788673,SPAG7,8647,66,50.058,1.3185,2.8800999999999998e-06,0.5323899999999999,1.08,1.618,0.302,1.0,0.0065586741106069815,0.8910891089108911,1.3507350735073507,1.1108591709965945
ENSG00000108509,275.3995596112862,215.0,0.7806838918096406,CAMTA2,19674,285,293.2,0.97203,1.6836e-05,0.15473,0.882,1.072,0.094,0.262,0.013998147789533708,0.6986698669866986,0.8740874087408741,0.7843149796785226
ENSG00000196388,48.88691816959003,41.0,0.838670170571397,INCA1,9481,45,48.402,0.92971,2.3983e-06,1.227,0.731,1.192,0.817,1.799,0.005156303994261157,0.6532653265326532,1.0881088108810881,0.8591255405036976
ENSG00000129250,169.05380318109556,164.0,0.9701053564841616,KIF1C,30454,295,268.07,1.1005,1.651e-05,0.21068,1.0,1.212,0.134,0.341,0.005551119826003007,0.8544854485448545,1.1043104310431044,0.9760206330480894
ENSG00000132517,111.9877159773045,97.0,0.8661664286434602,SLC52A1,19410,121,121.92,0.9924200000000001,6.9402999999999994e-06,0.86985,0.855,1.154,0.523,1.506,0.005769588664467001,0.7348734873487349,1.0253025302530254,0.8750959794542174
ENSG00000180787,41.613479609804976,35.0,0.8410736215328,ZFP3,18127,89,90.421,0.98429,4.142900000000001e-06,0.46703999999999996,0.828,1.174,0.265,0.877,0.002295662801886963,0.6424642464246425,1.1151115111511152,0.8651042941949999
ENSG00000167840,78.99677518758278,75.0,0.9494058437437201,ZNF232,17576,89,85.66,1.039,4.0923e-06,0.54807,0.874,1.239,0.337,0.93,0.004494582111264383,0.7880788078807881,1.1505150515051505,0.9620645883268159
ENSG00000129204,200.3521442944027,202.0,1.0082247969513911,USP6,58597,299,288.3,1.0371,1.6469e-05,0.78989,0.943,1.141,0.644,0.974,0.0034191536135707067,0.8990899089908991,1.1329132913291329,1.013216008817487
ENSG00000180626,31.414104706485922,36.0,1.1459820464839556,ZNF594,12348,159,133.75,1.1887,6.0664e-06,1.0082,1.044,1.356,0.545,1.783,0.0025440641971562943,0.8784878487848785,1.512951295129513,1.1776643483315057
ENSG00000161929,30.227151518401715,28.0,0.9263195039385081,SCIMP,25900,26,30.553,0.85098,1.8263e-06,0.71851,0.623,1.181,0.392,1.408,0.0011670714871969774,0.6862686268626863,1.26992699269927,0.9593995815224944
ENSG00000029725,136.25396467318572,141.0,1.0348322732347492,RABEP1,103572,154,161.94,0.95096,8.5357e-06,0.14752,0.833,1.087,0.086,0.266,0.001315548262785171,0.9026902690269027,1.1901190119011902,1.0421715092151378
ENSG00000108559,146.4919922198759,136.0,0.9283783907851562,NUP88,59223,161,157.31,1.0234,8.3162e-06,0.47302,0.899,1.166,0.332,0.687,0.002473565881834353,0.8076807680768077,1.0703070307030704,0.9352047024821059
ENSG00000129197,39.360098573403825,45.0,1.1432898196654198,RPAIN,13236,53,46.854,1.1312,2.2928e-06,1.2716,0.906,1.422,0.833,1.841,0.0029737155162740878,0.9004900490049005,1.4657465746574658,1.1686734225752207
ENSG00000108561,44.797538561578946,48.0,1.0714874419722622,C1QBP,16054,65,60.528999999999996,1.0739,3.2975e-06,0.88989,0.878,1.32,0.559,1.467,0.0027904284640325743,0.8500850085008501,1.362936293629363,1.0938090848951365
ENSG00000005100,154.50798890088123,154.0,0.9967122159540429,DHX33,28149,172,176.11,0.97665,1.0950999999999999e-05,0.43399,0.862,1.108,0.286,0.678,0.005488933493228223,0.8744874487448745,1.1393139313931393,1.0031843732004977
ENSG00000072849,30.68440809477437,29.0,0.945105406968524,DERL2,15561,56,46.863,1.195,2.2467e-06,0.070013,0.963,1.493,0.024,0.332,0.0019718789341799606,0.7036703670367037,1.2885288528852885,0.9776916827831997
