gene_id,expected_MIS,observed_MIS,observed/expected_MIS,gene_MIS,gene_length_MIS,obs_mis,exp_mis,oe_mis,mu_mis,oe_lof,oe_mis_lower,oe_mis_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_MIS,posterior_distribution_mean_MIS
ENSG00000074696,101.87778236717102,83.0,0.8147016755907107,PTPLAD1,47932,153,193.3,0.7915300000000001,1.0186e-05,0.32861999999999997,0.693,0.905,0.192,0.593,0.0021254648745550157,0.6822682268226823,0.9778977897789779,0.8245173584291532
ENSG00000138614,170.98059439160275,130.0,0.7603202016145558,VWA9,32537,204,253.13,0.80592,1.2508e-05,0.50695,0.718,0.905,0.324,0.821,0.005254958797418408,0.6594659465946595,0.8794879487948796,0.7661688185500525
ENSG00000074621,308.8330909771909,258.0,0.835402706308615,SLC24A1,49630,471,594.74,0.79194,3.1409000000000004e-05,0.36424,0.734,0.855,0.24,0.569,0.006222709872601066,0.7548754875487549,0.9260926092609261,0.8386407012943073
ENSG00000174485,441.69215803521666,332.0,0.7516547304730034,DENND4A,134248,622,938.84,0.66252,4.608e-05,0.18153,0.619,0.708,0.12,0.28,0.003290120955509331,0.6872687268726873,0.8230823082308231,0.7539187507455127
ENSG00000103769,76.91609695243159,15.0,0.1950176958312989,RAB11A,165938,27,123.84,0.21802,6.5642e-06,0.0,0.16,0.301,0.0,0.209,0.00046352310472846237,0.13041304130413042,0.30023002300230023,0.2080188755533855
ENSG00000157890,243.42212899126946,231.0,0.9489687768209644,MEGF11,358669,529,587.19,0.9009,3.2965e-05,0.89139,0.838,0.968,0.708,1.131,0.0006786818180307455,0.8524852485248525,1.0583058305830584,0.9530768667639122
ENSG00000166938,386.15014945948656,336.0,0.8701278517444984,DIS3L,40682,510,572.92,0.89018,3.1678000000000004e-05,0.69971,0.827,0.958,0.535,0.924,0.009491916559153595,0.7960796079607961,0.9522952295229523,0.8727175179699286
ENSG00000075131,104.6546819567528,100.0,0.9555234236087375,TIPIN,50541,140,150.34,0.93122,6.774400000000001e-06,0.58043,0.811,1.071,0.34,1.047,0.0020706887864654993,0.8126812681268127,1.1283128312831283,0.965078657844825
ENSG00000169032,162.86136596434307,62.0,0.3806918825277095,MAP2K1,105496,88,216.8,0.4059,1.2098e-05,0.14594000000000001,0.341,0.485,0.065,0.377,0.0015437681614880476,0.31023102310231027,0.47024702470247026,0.38683207418138216
ENSG00000174446,44.415439084978146,45.0,1.0131612098645122,SNAPC5,7679,66,51.403,1.284,2.2967e-06,1.2319,1.052,1.576,0.611,1.893,0.005784013424271148,0.7978797879787979,1.298929892989299,1.0356756901589694
ENSG00000174444,166.3313608025169,115.0,0.6913909646692425,RPL4,26516,207,265.29,0.78028,1.6127e-05,0.0,0.696,0.876,0.0,0.12,0.006272867732784617,0.5944594459445944,0.8072807280728073,0.6974030600141925
ENSG00000174442,181.07569939478046,198.0,1.0934653333483542,ZWILCH,44819,317,298.18,1.0631,1.4179000000000001e-05,0.73139,0.969,1.167,0.532,1.021,0.004040154831539759,0.9740974097409741,1.2301230123012301,1.0989878855369823
ENSG00000188501,219.20677688809508,189.0,0.8621996212119134,LCTL,18801,283,327.91,0.8630399999999999,1.8422e-05,0.91195,0.782,0.952,0.684,1.231,0.011659314764538858,0.7660766076607661,0.9726972697269727,0.8667615239696487
ENSG00000137834,103.27606843321273,104.0,1.0070096739522518,SMAD6,79773,249,224.05,1.1114,1.522e-05,1.9705,1.001,1.234,1.309,1.975,0.0012946243520139988,0.8590859085908591,1.185118511851185,1.0166924592787137
ENSG00000166949,178.44866084399192,65.0,0.36425042190048157,SMAD3,131433,97,252.55,0.38408000000000003,1.6360999999999998e-05,0.17497000000000001,0.325,0.455,0.085,0.4,0.0013577158007805643,0.2982298229822982,0.44784478447844783,0.36985427454510433
ENSG00000103591,119.06780643264112,138.0,1.159003463107126,AAGAB,54163,197,165.26,1.1921,7.7312e-06,0.6524800000000001,1.061,1.342,0.424,1.037,0.002198323697591365,1.0095009500950096,1.334933493349335,1.1674020389256472
ENSG00000103599,315.9177986376954,315.0,0.9970948182038076,IQCH,247461,505,556.23,0.9079,2.872e-05,0.7518199999999999,0.843,0.977,0.583,0.979,0.0012766367170491326,0.9094909490949096,1.0945094509450946,1.000260198579058
ENSG00000137764,150.6774113698624,105.0,0.6968529592153684,MAP2K5,264415,161,251.07,0.6412399999999999,1.341e-05,0.30751,0.563,0.731,0.193,0.509,0.000569851980295605,0.5950595059505951,0.8194819481948195,0.7034896540650385
ENSG00000188779,168.67808269390014,83.0,0.4920615569873412,SKOR1,14858,344,478.44,0.71901,2.2437e-05,0.50639,0.657,0.786,0.355,0.736,0.011352677526847498,0.41204120412041206,0.5906590659065907,0.4979900094811645
ENSG00000033800,192.34433918944237,112.0,0.5822890367971255,PIAS1,136580,205,347.76,0.58948,1.8176e-05,0.0,0.525,0.662,0.0,0.094,0.0014082906661988751,0.49964996499649966,0.6812681268126813,0.5874880460542429
ENSG00000129007,86.09143148250956,100.0,1.1615557817773783,CALML4,15375,141,119.44,1.1805,6.7137e-06,0.83806,1.029,1.358,0.475,1.547,0.005599442698049403,0.9878987898789879,1.3715371537153715,1.1731713381812978
ENSG00000260007,9.285824821417755,9.0,0.9692192317952736,RP11-315D16.2,35918,56,44.268,1.265,2.6449000000000003e-06,0.94783,1.019,1.58,0.455,1.807,0.00025852844872815175,0.583058305830583,1.6477647764776477,1.0643186831460425
ENSG00000128973,133.10430066212945,110.0,0.826419578126351,CLN6,50220,176,175.66,1.002,1.1771e-05,0.6278600000000001,0.885,1.135,0.367,1.133,0.002650424146995807,0.7080708070807081,0.9682968296829684,0.8339324833820451
ENSG00000169018,264.0595586568014,118.0,0.4468688829150274,FEM1B,18063,160,350.71,0.45621999999999996,1.8447e-05,0.22832,0.4,0.52,0.111,0.522,0.014618809647168322,0.38483848384838487,0.5206520652065206,0.45065590734651084
ENSG00000137809,400.6478041640313,365.0,0.9110245861988138,ITGA11,130452,651,711.55,0.91491,4.3605e-05,0.38665,0.857,0.976,0.277,0.548,0.003071227763192832,0.8364836483648365,0.9934993499349936,0.9135205439692218
ENSG00000103647,200.00747814785848,123.0,0.6149770055551145,CORO2B,148838,199,306.94,0.6483399999999999,1.984e-05,0.28105,0.577,0.729,0.159,0.528,0.0013437931049050543,0.5312531253125312,0.7142714271427143,0.619976818608408
ENSG00000140350,104.35648576349558,34.0,0.3258062951358349,ANP32A,42363,54,137.4,0.39302,7.9976e-06,0.0,0.315,0.493,0.0,0.218,0.0024633875259895566,0.24782478247824782,0.43384338433843384,0.33538883322806534
ENSG00000258484,125.6275485371566,117.0,0.9313243899318401,SPESP1,128591,176,183.14,0.9610200000000001,9.146299999999999e-06,0.0,0.849,1.089,0.0,1.718,0.0009769544411129597,0.8016801680168018,1.085908590859086,0.9392844274526253
ENSG00000255346,279.7989143487878,248.0,0.8863508301209906,NOX5,132220,406,456.39,0.8895799999999999,2.6311999999999998e-05,1.0988,0.819,0.966,0.852,1.43,0.0021161618087187097,0.7992799279927993,0.9846984698469847,0.8899248254037366
ENSG00000138604,243.44568206711568,168.0,0.6900923383544917,GLCE,111634,242,329.44,0.73459,1.6845999999999998e-05,0.19142,0.661,0.817,0.093,0.438,0.002180748535993655,0.6088608860886089,0.7842784278427843,0.694200030844697
ENSG00000137819,136.93444354440487,114.0,0.8325151587082783,PAQR5,108834,161,191.03,0.8428100000000001,1.0362999999999999e-05,0.33526,0.741,0.961,0.174,0.705,0.001258195449440477,0.7152715271527152,0.9726972697269727,0.8398179232583509
ENSG00000137807,315.63344688045174,239.0,0.7572074580883148,KIF23,34180,394,528.93,0.7449,2.8744e-05,0.063665,0.685,0.81,0.03,0.146,0.009234448416631121,0.6814681468146815,0.8428842884288429,0.7603756901305253
ENSG00000137818,18.11692993046613,18.0,0.9935458197986681,RPLP1,3133,58,60.391000000000005,0.96041,2.7732e-06,0.21124,0.777,1.195,0.074,0.998,0.0057826140856897966,0.6866686668666867,1.4715471547154717,1.0480783232696342
ENSG00000140332,213.46115714329642,104.0,0.48720807753414747,TLE3,50387,246,474.02,0.5189699999999999,2.8726e-05,0.0,0.467,0.577,0.0,0.073,0.00423643315028274,0.4156415641564157,0.5734573457345735,0.49189277058736025
ENSG00000137831,451.9104767062383,428.0,0.9470902359234722,UACA,109040,641,675.48,0.94896,3.1768000000000005e-05,0.77361,0.889,1.013,0.619,0.973,0.004144446778303726,0.8752875287528753,1.025902590259026,0.9493030635774994
ENSG00000166173,114.07288660293766,70.0,0.6136427514423688,LARP6,22636,197,266.36,0.7396,1.5908e-05,0.16319,0.658,0.832,0.066,0.514,0.0050394454233494285,0.506050605060506,0.7486748674867487,0.6224090764629742
ENSG00000129028,98.65345929355595,76.0,0.7703733913055426,THAP10,11444,132,148.47,0.88908,7.074299999999999e-06,0.43285,0.771,1.027,0.196,1.117,0.00862053995924117,0.6402640264026402,0.9322932293229323,0.7805098832964051
ENSG00000137821,221.75640855108136,201.0,0.9063999607195111,LRRC49,196837,305,367.43,0.8300799999999999,1.924e-05,0.4084,0.755,0.913,0.272,0.629,0.0011265992092496908,0.8080808080808081,1.018901890189019,0.9109094132604042
ENSG00000187720,407.15451006403913,364.0,0.8940095000857252,THSD4,686432,571,598.49,0.9540700000000001,3.8095e-05,0.39339,0.89,1.022,0.276,0.572,0.0005931461675213847,0.8206820682068207,0.9750975097509751,0.8964655701409057
ENSG00000066933,907.7413083468125,789.0,0.869190365961129,MYO9A,296287,1156,1334.9,0.86598,7.0943e-05,0.22436,0.824,0.909,0.167,0.304,0.0030637230399808714,0.8200820082008201,0.9218921892189219,0.8702920014059465
ENSG00000166192,79.19495301043548,46.0,0.5808450949385449,SENP8,26713,70,107.41,0.65172,5.3397e-06,0.9121100000000001,0.536,0.795,0.471,1.741,0.002964659641763766,0.4586458645864587,0.7426742674267427,0.5934721622198176
ENSG00000175318,137.5946285266928,122.0,0.8866625195062212,GRAMD2,37979,149,185.77,0.80206,9.4457e-06,0.93434,0.701,0.919,0.656,1.357,0.0036229134133782563,0.7656765676567657,1.0305030503050305,0.8939302450759442
ENSG00000067225,231.22092089351102,141.0,0.609806411353831,PKM,32795,221,327.49,0.67483,2.0955e-05,0.16715,0.604,0.754,0.081,0.383,0.007050493090212258,0.5318531853185319,0.7012701270127013,0.6141312795194609
ENSG00000137817,255.03508795411364,140.0,0.5489440732374403,PARP6,31819,187,355.52,0.52599,1.9019000000000002e-05,0.071949,0.466,0.594,0.032,0.186,0.008015182373868243,0.47864786478647864,0.6316631663166317,0.5528651023319936
ENSG00000140488,75.71870907219164,50.0,0.6603387803710317,CELF6,35403,163,284.39,0.57317,1.772e-05,0.35773,0.504,0.653,0.209,0.645,0.002138765332660838,0.5262526252625263,0.8358835883588359,0.6735455559784523
ENSG00000213614,232.1708349719958,226.0,0.9734211449395006,HEXA,33043,297,277.81,1.0691,1.5473e-05,0.68106,0.972,1.177,0.486,0.973,0.007026324334109972,0.8734873487348735,1.086908690869087,0.9777283181471976
ENSG00000187806,105.83384066084933,95.0,0.8976334923385517,TMEM202,9757,140,147.85,0.94689,7.1969000000000005e-06,0.9383100000000001,0.825,1.089,0.6,1.513,0.010846965323444637,0.7602760276027603,1.0645064506450646,0.9070822659421154
ENSG00000166233,144.91819000721964,23.0,0.15871023505644233,ARIH1,113026,74,296.51,0.24957,1.4955999999999999e-05,0.05279,0.206,0.303,0.021,0.166,0.0012821668466301527,0.11421142114211422,0.22482248224822482,0.16561068005889637
ENSG00000140463,192.90674083441814,207.0,1.073057370129325,BBS4,52291,301,257.82,1.1675,1.2757e-05,0.85849,1.062,1.284,0.632,1.184,0.0036891002435298264,0.9582958295829583,1.2041204120412041,1.0782412221589353
ENSG00000159322,160.94771055576317,132.0,0.8201421414706379,ADPGK,34478,211,256.8,0.82165,1.2688e-05,0.38059,0.734,0.921,0.215,0.715,0.004668127807754602,0.7120712071207121,0.9476947694769478,0.8263553395120822
ENSG00000067141,551.8468642645465,447.0,0.8100073207731691,NEO1,253497,673,803.16,0.83794,4.2972e-05,0.23134000000000002,0.786,0.893,0.157,0.347,0.002176936469719746,0.7498749874987499,0.875887588758876,0.8118194176876503
ENSG00000138622,382.86380123475567,213.0,0.5563336082258598,HCN4,49406,478,679.48,0.70348,4.5163999999999997e-05,0.092366,0.652,0.759,0.041,0.239,0.007749338162060391,0.49764976497649765,0.6232623262326232,0.5589455031001594
ENSG00000183324,60.63811363164479,61.0,1.005967968768843,C15orf60,116857,136,146.64,0.9274700000000001,8.4826e-06,0.6355,0.806,1.069,0.382,1.109,0.0005189086972251965,0.8186818681868188,1.2449244924492449,1.0224592458615605
ENSG00000156642,157.11768427571084,72.0,0.4582552265323238,NPTN,74121,126,243.62,0.5171899999999999,1.4825999999999998e-05,0.052015,0.447,0.6,0.017,0.247,0.002119745878707935,0.37883788378837885,0.5574557455745575,0.4646198824563838
ENSG00000103855,157.91310088456422,148.0,0.9372243288933274,CD276,30553,342,344.54,0.99264,2.247e-05,0.75642,0.908,1.086,0.511,1.149,0.005168497394185979,0.8200820082008201,1.0741074107410742,0.9435569257101738
ENSG00000205363,160.04627796795418,121.0,0.7560313275403233,C15orf59,12948,163,195.48,0.83386,1.2923e-05,0.32404,0.733,0.95,0.147,0.837,0.012360694931105512,0.6524652465246524,0.8792879287928793,0.7622795203299128
ENSG00000167139,126.14782918868927,100.0,0.7927207360058658,TBC1D21,15607,175,194.06,0.9017799999999999,1.0940999999999999e-05,0.66652,0.796,1.022,0.433,1.06,0.008082772421906149,0.6742674267426743,0.9360936093609361,0.8006479433659246
ENSG00000129038,101.67699354133299,80.0,0.7868053255083608,LOXL1,26149,217,268.92,0.80694,1.4775e-05,0.14790999999999999,0.722,0.903,0.066,0.382,0.003888370245184634,0.6568656865686568,0.9476947694769478,0.7966403920772153
ENSG00000067221,135.21587384190272,90.0,0.6656023249550561,STOML1,11417,174,235.89,0.73764,1.3993e-05,1.0369,0.651,0.836,0.701,1.567,0.01184338038380509,0.5612561256125613,0.7930793079307931,0.6729979063434458
ENSG00000140464,418.5185787316433,323.0,0.7717698004683076,PML,53140,462,579.88,0.79672,4.1886000000000005e-05,0.24003000000000002,0.737,0.86,0.14,0.433,0.00787577302844643,0.7048704870487049,0.8462846284628464,0.7741591806555157
ENSG00000167178,307.4386139704714,172.0,0.559461278395303,ISLR2,38230,330,465.73,0.70857,2.8053e-05,0.27719,0.647,0.776,0.144,0.583,0.008041815693708381,0.49424942494249424,0.6348634863486349,0.5627139602464385
ENSG00000129009,192.00977996121122,145.0,0.755169867020795,ISLR,3202,236,279.57,0.84415,1.8382e-05,0.45416999999999996,0.758,0.94,0.223,1.039,0.05996557775178364,0.6598659865986599,0.8666866686668667,0.7603779350692145
ENSG00000137868,270.4916726758864,230.0,0.8503034408589536,STRA6,32802,355,388.23,0.9144100000000001,2.276e-05,0.57712,0.838,0.998,0.411,0.824,0.008246194520940381,0.7636763676367637,0.9484948494849486,0.854000412340949
ENSG00000140481,260.1211009497988,245.0,0.9418689952695647,CCDC33,119201,428,427.66,1.0008,2.4748e-05,0.8238700000000001,0.924,1.084,0.626,1.097,0.002182205694161952,0.8486848684868488,1.0471047104710471,0.9457133585155628
ENSG00000140459,250.40137139920014,220.0,0.8785894373128931,CYP11A1,29982,277,315.43,0.87816,1.9936e-05,0.56386,0.795,0.97,0.371,0.881,0.008351723414021751,0.7872787278727873,0.9824982498249826,0.8825830256643149
ENSG00000138623,311.3201199379296,222.0,0.7130923630771501,SEMA7A,25179,296,399.36,0.74119,2.5651999999999998e-05,0.24415,0.673,0.816,0.142,0.441,0.012364276577224257,0.6392639263926393,0.7970797079707971,0.7163044908387589
ENSG00000138629,145.81999498980753,112.0,0.7680702499532286,UBL7,15206,166,219.63,0.75583,1.2075e-05,0.42527,0.665,0.86,0.249,0.767,0.009589635340642347,0.6590659065906591,0.8986898689868987,0.7749280200420967
ENSG00000179361,43.69359310569556,27.0,0.6179395668991224,ARID3B,56955,267,332.28,0.80353,1.9263e-05,0.2243,0.726,0.889,0.116,0.472,0.0007671599175787123,0.45544554455445546,0.8520852085208521,0.6408262175249623
ENSG00000179335,22.327516522094918,10.0,0.44787784571133005,CLK3,41217,228,332.29,0.68614,2.2491e-05,0.23813,0.615,0.766,0.139,0.43,0.0005417064930027638,0.27622762276227625,0.7596759675967597,0.4926656295813217
ENSG00000179151,235.13308996006722,160.0,0.6804656887177083,EDC3,65735,191,289.01,0.66088,1.64e-05,0.3274,0.586,0.745,0.178,0.646,0.003576984710733509,0.5984598459845984,0.7758775877587759,0.6847185992721938
ENSG00000140465,216.6104573178782,212.0,0.9787154444205235,CYP1A1,6069,322,304.45,1.0576,1.7853e-05,1.2843,0.965,1.16,0.922,1.778,0.03569129301662188,0.8752875287528753,1.0967096709670967,0.9833320267055259
ENSG00000140505,222.3531192199961,215.0,0.966930442685983,CYP1A2,7359,338,317.11,1.0659,2.0394e-05,0.8832899999999999,0.974,1.166,0.597,1.341,0.030215126949313238,0.8652865286528653,1.0827082708270828,0.971427793582197
ENSG00000103653,181.67723481657634,58.0,0.31924748336552755,CSK,21142,103,295.4,0.34868000000000005,1.9287e-05,0.035312,0.296,0.411,0.012,0.168,0.008593190559860768,0.25842584258425844,0.39723972397239726,0.3247517503201056
ENSG00000140506,152.50335457431373,130.0,0.8524402650871,LMAN1L,13043,259,306.91,0.84388,1.7269e-05,0.8301299999999999,0.762,0.935,0.592,1.185,0.01169235257029163,0.7394739473947395,0.9860986098609862,0.8589974978954624
ENSG00000213578,37.382095790994924,34.0,0.9095263195005335,CPLX3,5254,81,95.085,0.8518700000000001,5.414e-06,0.27053,0.711,1.025,0.11,0.851,0.007114978262465726,0.6920692069206921,1.210921092109211,0.9362769772151294
ENSG00000140474,72.06103517807847,63.0,0.8742588812985175,ULK3,7231,215,272.54,0.78889,1.7068e-05,0.34402,0.705,0.883,0.211,0.584,0.009965569793677012,0.7136713671367136,1.0783078307830782,0.8881360063984681
ENSG00000140497,111.29772232803768,71.0,0.6379285983116113,SCAMP2,29636,130,178.8,0.72706,9.700199999999999e-06,0.26087,0.63,0.841,0.135,0.548,0.0037554906980711866,0.5268526852685269,0.7772777277727773,0.6469135081469861
ENSG00000178802,180.72660667003726,146.0,0.8078500597676822,MPI,9453,219,225.46,0.97134,1.2405e-05,0.73548,0.869,1.086,0.478,1.169,0.019118439296523564,0.7062706270627063,0.9266926692669267,0.8133832793551322
ENSG00000178761,50.8067624028608,58.0,1.1415803183856126,FAM219B,7135,96,94.352,1.0175,4.547e-06,0.89399,0.862,1.206,0.486,1.675,0.007120779593953861,0.9242924292429243,1.4205420542054206,1.1612611457223856
ENSG00000178741,53.11564990813753,50.0,0.9413421484341059,COX5A,18378,65,70.83,0.91769,4.0882e-06,0.16677,0.751,1.128,0.058,0.791,0.0028901757486199547,0.7502750275027503,1.1915191519151915,0.960168990417161
ENSG00000178718,21.671529136039986,16.0,0.7382958488790635,RPP25,3049,92,113.74,0.80887,5.6851e-06,0.34533,0.682,0.962,0.12,1.498,0.007107749798635613,0.49984998499849986,1.1213121312131213,0.7844371166322925
ENSG00000198794,89.74470423210259,44.0,0.4902796257058782,SCAMP5,64278,75,144.16,0.5202600000000001,8.42e-06,0.16605,0.431,0.63,0.067,0.523,0.0013961962760525,0.38503850385038507,0.6304630463046305,0.5014223444719209
ENSG00000138621,83.66648735417556,83.0,0.9920339986145923,PPCDC,93908,110,123.43,0.8912,7.0011e-06,0.70095,0.763,1.044,0.383,1.376,0.0008909409992138642,0.830883088308831,1.1907190719071907,1.0039862154649828
ENSG00000167173,353.02262578774605,298.0,0.8441385288974983,C15orf39,16527,533,610.87,0.8725299999999999,3.5154e-05,0.32977,0.812,0.937,0.198,0.575,0.021360357341788955,0.7680768076807681,0.9290929092909291,0.8469712085246711
ENSG00000140365,52.565413918855185,55.0,1.0463153602272222,COMMD4,6037,118,115.85,1.0185,6.7873e-06,0.61344,0.876,1.187,0.348,1.152,0.0087072078712697,0.8424842484248425,1.3097309730973097,1.0653392217052913
ENSG00000140398,181.1292689651664,164.0,0.9054306956405781,NEIL1,8297,259,247.54,1.0463,1.6055e-05,0.6351600000000001,0.945,1.16,0.413,1.01,0.02183069410210515,0.7974797479747975,1.0307030703070308,0.9109516145164356
ENSG00000140400,383.2475726264371,341.0,0.8897642786439327,MAN2C1,12839,627,638.02,0.9827299999999999,3.8634e-05,0.8496299999999999,0.92,1.05,0.675,1.078,0.029850266580453078,0.8144814481448145,0.9732973297329733,0.8923735580534458
ENSG00000169375,552.5090703505501,273.0,0.49410953530009893,SIN3A,86464,386,716.99,0.5383600000000001,4.0280999999999996e-05,0.014832,0.494,0.586,0.004,0.07,0.006390047538288191,0.44764476447644763,0.5462546254625462,0.4959194603378284
ENSG00000169410,255.80894336780065,177.0,0.6919226422256488,PTPN9,112169,223,330.53,0.6746800000000001,1.7993e-05,0.25622,0.604,0.754,0.149,0.462,0.0022805672099047033,0.6122612261226122,0.7838783878387839,0.6958318096958502
ENSG00000169371,151.99440875250136,136.0,0.89476975578394,SNUPN,28387,175,199.15,0.87871,1.0415e-05,1.0376,0.776,0.996,0.735,1.493,0.005354366743667924,0.7784778477847785,1.0317031703170316,0.9013489451647041
ENSG00000177971,44.57679123636605,50.0,1.12165991793527,IMP3,9622,130,107.58,1.2084,5.0250999999999995e-06,2.1039,1.047,1.398,1.015,1.966,0.004632798922923098,0.8938893889388939,1.4197419741974198,1.1440890876466696
ENSG00000173548,130.9549514796494,92.0,0.7025316642135288,SNX33,14396,259,353.58,0.7325,2.2571999999999997e-05,0.29041,0.661,0.812,0.151,0.611,0.009096620691834496,0.5934593459345935,0.8354835483548355,0.71016787795498
ENSG00000173546,583.6841849154554,510.0,0.8737601826129172,CSPG4,38527,1244,1391.7,0.89385,9.034100000000001e-05,0.31847,0.852,0.937,0.225,0.459,0.015150003501841706,0.8126812681268127,0.9400940094009401,0.8754734378729424
ENSG00000182950,129.85658287973263,113.0,0.8701907711883622,ODF3L1,3712,158,174.44,0.90574,1.0823e-05,1.1512,0.795,1.034,0.757,1.743,0.03498291564647969,0.7470747074707471,1.0173017301730174,0.8778915744732146
ENSG00000140367,76.45923812391257,69.0,0.9024416367865992,UBE2Q2,57798,163,187.03,0.87151,8.7113e-06,0.61311,0.766,0.992,0.409,0.944,0.0013228699630421913,0.7432743274327434,1.1027102710271028,0.9155205010878301
ENSG00000167196,133.4476120798899,106.0,0.79431919648395,FBXO22,31410,188,223.19,0.84234,1.121e-05,0.062346000000000006,0.747,0.951,0.021,0.296,0.004248570903530401,0.6786678667866787,0.9334933493349336,0.8018127738092702
ENSG00000169752,35.33718123929159,38.0,1.0753545887736968,NRG4,123827,54,63.063,0.85629,3.1334e-06,0.51927,0.687,1.074,0.235,1.327,0.0002853754127879347,0.8298829882988299,1.4095409540954096,1.1036389295355955
ENSG00000169758,187.39927894606734,165.0,0.8804729715501534,C15orf27,169285,278,315.55,0.8810100000000001,1.9135e-05,0.6279,0.798,0.973,0.414,0.982,0.0011070046309245788,0.7758775877587759,1.0019001900190019,0.8858091713777297
ENSG00000140374,114.60580582868377,79.0,0.6893193536642602,ETFA,96118,139,179.04,0.77637,8.6476e-06,0.37671,0.676,0.894,0.22,0.68,0.0011923448867921073,0.5748574857485749,0.8310831083108311,0.6980449151030484
ENSG00000159556,96.11093237128108,64.0,0.6658971921400676,ISL2,5753,150,198.76,0.75466,8.9112e-06,0.29294000000000003,0.66,0.864,0.143,0.67,0.01670622846710952,0.5444544454445445,0.8198819881988199,0.6763018357672561
ENSG00000140386,392.2589038899363,288.0,0.7342089552180306,SCAPER,557260,522,728.72,0.71632,3.9115e-05,0.25939,0.666,0.77,0.182,0.377,0.0007039064420377136,0.6668666866686669,0.8094809480948095,0.7367582918680932
ENSG00000117906,69.44194088029862,56.0,0.8064290728355458,RCN2,18642,112,140.02,0.79988,6.6671e-06,0.3503,0.685,0.936,0.182,0.737,0.003725026331954652,0.6504650465046505,1.0075007500750075,0.8208295919933221
ENSG00000140368,90.72482362343274,84.0,0.9258766966431905,PSTPIP1,43974,215,256.34,0.8387399999999999,1.6722e-05,0.48678,0.75,0.939,0.32,0.761,0.0020631469419073257,0.7762776277627763,1.11011101110111,0.936899038269895
ENSG00000140391,87.62155393900947,49.0,0.5592231340031623,TSPAN3,39968,73,131.24,0.55623,6.5833e-06,0.33718000000000004,0.46,0.676,0.165,0.772,0.002192292682621334,0.4446444644464447,0.7094709470947095,0.5706358510236349
ENSG00000173517,784.1898668046398,741.0,0.9449242222669534,PEAK1,312016,940,924.85,1.0164,4.981e-05,0.29481,0.963,1.073,0.201,0.442,0.0025133001730829182,0.8898889888988899,1.004100410041004,0.9461994236465306
ENSG00000140382,125.58855651242853,88.0,0.7007007839228674,HMG20A,65196,148,204.9,0.72232,1.2027999999999999e-05,0.1889,0.631,0.828,0.092,0.432,0.001926323033812328,0.5898589858985899,0.8364836483648365,0.7086632928310815
ENSG00000169783,243.67242508842045,130.0,0.533503123928887,LINGO1,207874,242,399.53,0.60572,2.906e-05,0.0,0.544,0.674,0.0,0.196,0.0011722121337368813,0.46284628462846283,0.6170617061706171,0.5376069941129554
ENSG00000167202,239.83686024540998,201.0,0.8380696770059837,TBC1D2B,93689,388,502.87,0.77157,2.8308e-05,0.48243,0.709,0.839,0.338,0.701,0.0025599255008102338,0.7472747274727473,0.9420942094209421,0.8422391778866104
ENSG00000183476,103.95936867693449,107.0,1.0292482665272296,SH2D7,27102,243,247.5,0.9818100000000001,1.3455e-05,0.76335,0.883,1.092,0.503,1.193,0.0038358559765675777,0.8800880088008801,1.2085208520852087,1.0388674092050458
ENSG00000136425,74.20098098248509,64.0,0.8625222894978571,CIB2,26939,98,113.55,0.8630700000000001,6.845800000000001e-06,0.55272,0.732,1.021,0.302,1.091,0.002754407401257845,0.7052705270527053,1.0621062106210621,0.875999200271256
ENSG00000166411,152.85351768016884,72.0,0.4710392086013553,IDH3A,40452,115,223.85,0.51375,1.2914e-05,0.26169000000000003,0.441,0.6,0.136,0.55,0.003778639317714052,0.38943894389438943,0.5730573057305731,0.4775814198319297
ENSG00000103740,374.1518866484595,276.0,0.7376683369749256,ACSBG1,78221,354,465.09,0.7611399999999999,2.8995999999999998e-05,0.38698,0.697,0.831,0.255,0.605,0.004783266471260397,0.6686668666866686,0.8150815081508151,0.740341048340777
ENSG00000140403,142.72296223316417,119.0,0.8337831427965434,DNAJA4,18111,200,240.84,0.83041,1.3498e-05,0.39548,0.739,0.934,0.231,0.714,0.0078804573040232,0.7186718671867187,0.9708970897089709,0.8407897238284473
ENSG00000140395,129.2670094183415,79.0,0.611138142326288,WDR61,21960,96,166.99,0.5748800000000001,8.3851e-06,0.38527,0.486,0.681,0.218,0.724,0.005886475838722291,0.5096509650965096,0.7368736873687369,0.6188740681785193
ENSG00000166426,44.11521876777154,34.0,0.7707090874688979,CRABP1,7907,64,84.625,0.7562800000000001,4.4301999999999995e-06,0.64088,0.617,0.931,0.314,1.441,0.005579261258096818,0.5864586458645865,1.0261026102610262,0.7933770017602202
ENSG00000136381,329.08968230614386,246.0,0.7475165987463331,IREB2,64026,378,506.79,0.74587,2.5603000000000002e-05,0.11317999999999999,0.685,0.812,0.061,0.223,0.005139938186145376,0.6738673867386739,0.830883088308831,0.7505552841070908
ENSG00000188266,124.59665459265607,120.0,0.9631077206070748,HYKK,29809,171,197.63,0.8652799999999999,9.6273e-06,0.67511,0.763,0.982,0.415,1.145,0.0041798334259001,0.8306830683068307,1.1207120712071208,0.9711336182788003
